,ChannelID,Title,Viewcount,ThumbnailURL,Time,Z-Score
29,UCJLZe_NoiG0hT7QCX_9vmqw,Do Frogs Enjoy Smooth Jazz? (Experiment),1890099,https://i.ytimg.com/vi/PKSSIhlFA5Q/default.jpg,2020-03-15T19:00:11Z,-0.9142097008369771
30,UCJLZe_NoiG0hT7QCX_9vmqw,YouTube's Worst Blacksmith Makes a Viking Axe!,5877104,https://i.ytimg.com/vi/FZMVj9qOk9k/default.jpg,2020-02-26T21:11:06Z,0.6035811802672932
31,UCJLZe_NoiG0hT7QCX_9vmqw,Can a Vacuum Cleaner Pull Your Eye Out? (Real Test),4572272,https://i.ytimg.com/vi/m2qCFzHvBoc/default.jpg,2020-02-05T19:00:11Z,0.02630303980723384
32,UCJLZe_NoiG0hT7QCX_9vmqw,I Let Wild Aussie Animals Take Over my house,3801512,https://i.ytimg.com/vi/M1kdQAySoxQ/default.jpg,2020-01-21T16:30:01Z,-0.13925086524334113
33,UCJLZe_NoiG0hT7QCX_9vmqw,How to make a Band when you have no friends,2109230,https://i.ytimg.com/vi/fQEIrNSPoQE/default.jpg,2019-12-29T15:30:19Z,-0.9798698441486807
34,UCJLZe_NoiG0hT7QCX_9vmqw,Is Sydney's Air Worse than Smoking 34 Ciggies?,5035570,https://i.ytimg.com/vi/HvqPIN0Toyg/default.jpg,2019-12-14T16:00:04Z,0.4136440330032367
35,UCJLZe_NoiG0hT7QCX_9vmqw,3 Tips for Surviving the Apocalypse,2082291,https://i.ytimg.com/vi/ass1qw14DFM/default.jpg,2019-12-08T16:00:01Z,-0.9213830581705267
36,UCJLZe_NoiG0hT7QCX_9vmqw,This Is The WORST thing I've Ever Made!,2385715,https://i.ytimg.com/vi/FN8bSMTXJUY/default.jpg,2019-11-23T16:30:00Z,-0.7117090792276344
37,UCJLZe_NoiG0hT7QCX_9vmqw,Can You Bite Off Your Finger like a Carrot?,9324260,https://i.ytimg.com/vi/rxA1_s2E9-Q/default.jpg,2019-11-06T16:00:09Z,2.013364660829378
38,UCtHaxi4GTYDpJgMSGy7AeSw,"I Gave My Goldfish $50,000 to Trade Stocks",8748967,https://i.ytimg.com/vi/USKD3vPD6ZA/default.jpg,2022-03-31T23:49:49Z,-1.234742301925755
39,UCtHaxi4GTYDpJgMSGy7AeSw,Teaching a Robot Dog to Pee Beer,14878388,https://i.ytimg.com/vi/tqsy9Wtr1qE/default.jpg,2021-04-09T17:56:37Z,0.07693488715407994
40,UCtHaxi4GTYDpJgMSGy7AeSw,Building A Laser Baby,14198029,https://i.ytimg.com/vi/zrrs9LGIfyQ/default.jpg,2020-09-02T16:45:20Z,-0.06865984042054211
41,UCtHaxi4GTYDpJgMSGy7AeSw,If You Can't Find Waldo You Get Tazed,8194753,https://i.ytimg.com/vi/hLDifD8nz7o/default.jpg,2020-07-29T13:05:14Z,-1.3533423885683094
42,UCtHaxi4GTYDpJgMSGy7AeSw,I Built A Surgery Robot,22435558,https://i.ytimg.com/vi/A_BlNA7bBxo/default.jpg,2020-04-28T14:43:13Z,1.6941459586400256
43,UCtHaxi4GTYDpJgMSGy7AeSw,I Hate Your Robot Ideas,16939420,https://i.ytimg.com/vi/ZIxaGgTY8UM/default.jpg,2020-02-14T17:59:17Z,0.5179893783309122
44,UCtHaxi4GTYDpJgMSGy7AeSw,Tazer Tag,13218226,https://i.ytimg.com/vi/9q3_8N4YZRI/default.jpg,2019-12-13T18:26:30Z,-0.27833466042262545
45,UCtHaxi4GTYDpJgMSGy7AeSw,I Let a Twitter Bot Decorate My Room,17537656,https://i.ytimg.com/vi/hBP-NzOadL0/default.jpg,2019-10-23T15:30:15Z,0.6460100371967927
46,UCY1kMZp36IQSyNx_9h4mpCg,I’ve Got a HUGE Secret Hiding Behind This Fake Office,18007836,https://i.ytimg.com/vi/h8g9wfI9nGI/default.jpg,2022-06-15T18:59:45Z,-1.0134478840793613
47,UCY1kMZp36IQSyNx_9h4mpCg,Pranks Destroy Scam Callers- GlitterBomb Payback,52387018,https://i.ytimg.com/vi/xsLJZyih3Ac/default.jpg,2022-05-08T16:36:44Z,1.8906228672725298
48,UCY1kMZp36IQSyNx_9h4mpCg,Robot Piano Catches Fire Playing Rush E (World’s Hardest Song),22016654,https://i.ytimg.com/vi/uBEL3YVzMwk/default.jpg,2022-03-19T17:03:50Z,-0.6080470058127118
49,UCY1kMZp36IQSyNx_9h4mpCg,World's Largest T-Shirt Cannon (breaks the roof),16369073,https://i.ytimg.com/vi/QiKZYt9070U/default.jpg,2021-12-20T19:47:17Z,-0.7519048627307464
50,UCY1kMZp36IQSyNx_9h4mpCg,EXPLODING Glitter Bomb 4.0 vs. Package Thieves,26528145,https://i.ytimg.com/vi/3c584TGG7jQ/default.jpg,2021-12-13T22:02:27Z,-0.21005457718065995
51,UCY1kMZp36IQSyNx_9h4mpCg,This Robot Eats Trash #TeamSeas,33932409,https://i.ytimg.com/vi/pXDx6DjNLDU/default.jpg,2021-10-29T19:59:25Z,0.04283972042179489
52,UCY1kMZp36IQSyNx_9h4mpCg,World's Tallest Elephant Toothpaste Volcano (I FINALLY DID IT!!),33220180,https://i.ytimg.com/vi/e09xig209cQ/default.jpg,2021-09-04T16:19:31Z,0.07297815389689581
53,UCY1kMZp36IQSyNx_9h4mpCg,World Record Domino Robot (100k dominoes in 24hrs),40475939,https://i.ytimg.com/vi/8HEfIJlcFbs/default.jpg,2021-07-26T19:59:46Z,0.3429763669708747
54,UCY1kMZp36IQSyNx_9h4mpCg,Shark vs. GoPro,14435814,https://i.ytimg.com/vi/VS6tnF31zr4/default.jpg,2021-07-12T17:13:11Z,-1.0609928801526498
55,UCY1kMZp36IQSyNx_9h4mpCg,Backyard Squirrel Maze 2.0- The Walnut Heist,69467135,https://i.ytimg.com/vi/DTvS9lvRxZ8/default.jpg,2021-05-18T20:34:52Z,1.8141807356064656
56,UCY1kMZp36IQSyNx_9h4mpCg,Color the Spectrum LIVE- Mark Rober and Jimmy Kimmel,6055892,https://i.ytimg.com/vi/5J3peD8LZ5o/default.jpg,2021-05-01T03:43:39Z,-1.3746124700326452
57,UCY1kMZp36IQSyNx_9h4mpCg,The Truth About my Son,29853385,https://i.ytimg.com/vi/ybPgmjTRvMo/default.jpg,2021-04-16T17:16:07Z,-0.468115922511117
58,UCY1kMZp36IQSyNx_9h4mpCg,Glitterbomb Trap Catches Phone Scammer (who gets arrested),67364544,https://i.ytimg.com/vi/VrKW58MS12g/default.jpg,2021-03-18T18:49:50Z,0.7591030544431016
59,UCY1kMZp36IQSyNx_9h4mpCg,Perseverance Mars Rover Landing- Inside Story,14944838,https://i.ytimg.com/vi/tH2tKigOPBU/default.jpg,2021-02-15T03:35:30Z,-0.9762589255637028
60,UCY1kMZp36IQSyNx_9h4mpCg,World's Longest Field Goal- Robot vs NFL Kicker,58599612,https://i.ytimg.com/vi/P_6my53IlxY/default.jpg,2021-02-06T21:31:28Z,0.5216689261668189
61,UCY1kMZp36IQSyNx_9h4mpCg,Glitterbomb 3.0 vs. Porch Pirates,49250824,https://i.ytimg.com/vi/h4T_LlK1VE4/default.jpg,2020-12-16T19:21:38Z,0.2936108297648689
62,UCY1kMZp36IQSyNx_9h4mpCg,Unbreakable Ice Cream Safe- How to make cool stuff (I made a class!),19362160,https://i.ytimg.com/vi/9e9D7ABgHpU/default.jpg,2020-12-08T19:44:55Z,-0.5586173710903698
63,UCY1kMZp36IQSyNx_9h4mpCg,World's Largest Devil's Toothpaste Explosion,78442241,https://i.ytimg.com/vi/BHiWygziyso/default.jpg,2020-09-20T16:24:09Z,1.2907386429609564
64,UCY1kMZp36IQSyNx_9h4mpCg,Shark Attack Test- Human Blood vs. Fish Blood,69840626,https://i.ytimg.com/vi/vePc5V4h_kg/default.jpg,2020-08-09T16:00:11Z,1.0410731078887807
65,UCY1kMZp36IQSyNx_9h4mpCg,Backyard Squirrel Maze 1.0- Ninja Warrior Course,104615708,https://i.ytimg.com/vi/hFZFjoX2cGg/default.jpg,2020-05-24T16:00:58Z,2.043118005389587
66,UCY1kMZp36IQSyNx_9h4mpCg,FINAL SCIENCE CLASS- How to Survive a 5 Mile Fall with No Parachute,5927534,https://i.ytimg.com/vi/3yjcqsNNa24/default.jpg,2020-05-06T20:43:52Z,-0.6882987391619688
67,UCY1kMZp36IQSyNx_9h4mpCg,SCIENCE CLASS #6- What if Everyone Flushed their Toilet at Once?,2176743,https://i.ytimg.com/vi/nT6VWmeFIkc/default.jpg,2020-04-08T20:39:46Z,-0.8332722023524113
68,UCY1kMZp36IQSyNx_9h4mpCg,SCIENCE CLASS #5- How Do Astronauts Weigh Themselves?,1185257,https://i.ytimg.com/vi/DKHEanz5ayM/default.jpg,2020-04-03T20:29:12Z,-0.8594172324787608
69,UCY1kMZp36IQSyNx_9h4mpCg,SCIENCE CLASS #4- How to Waterproof Your Hand,942308,https://i.ytimg.com/vi/00aZJP4kmK4/default.jpg,2020-03-30T20:44:03Z,-0.8753458487532945
70,UCY1kMZp36IQSyNx_9h4mpCg,SCIENCE CLASS #3- Why is the Sky Blue?,1821035,https://i.ytimg.com/vi/zr359AIjU2Q/default.jpg,2020-03-27T20:33:50Z,-0.9066621357463714
71,UCY1kMZp36IQSyNx_9h4mpCg,SCIENCE CLASS #2- Does Farting Make You Weigh Less?,2921350,https://i.ytimg.com/vi/3FRyPjUlQKk/default.jpg,2020-03-25T20:43:02Z,-0.8196114393455582
72,UCY1kMZp36IQSyNx_9h4mpCg,SCIENCE CLASS #1- WHY Does Helium Make Your Voice Higher?,2121080,https://i.ytimg.com/vi/pPn-Bay_ANU/default.jpg,2020-03-23T20:47:42Z,-0.7749653137483636
73,UCY1kMZp36IQSyNx_9h4mpCg,How To See Germs Spread Experiment (Coronavirus),29678585,https://i.ytimg.com/vi/I5-dI74zxPg/default.jpg,2020-03-18T19:59:35Z,0.37329495849881444
74,UCY1kMZp36IQSyNx_9h4mpCg,CAR vs. WORLD’S STRONGEST TRAMPOLINE- 150ft (45m) drop,30062336,https://i.ytimg.com/vi/tMKXbLBgkEc/default.jpg,2020-03-02T20:58:29Z,0.32853783415284443
75,UCY1kMZp36IQSyNx_9h4mpCg,Feeding Bill Gates a Fake Burger (to save the world),53396839,https://i.ytimg.com/vi/-k-V3ESHcfA/default.jpg,2020-02-12T20:59:34Z,1.2005804429182878
76,UCY1kMZp36IQSyNx_9h4mpCg,Glitter Bomb 2.0 vs Porch Pirates,67177891,https://i.ytimg.com/vi/a_TSR_v07m0/default.jpg,2019-12-15T17:00:01Z,1.6637300713398953
77,UCY1kMZp36IQSyNx_9h4mpCg,World's First Automatic Strike Bowling Ball,51652296,https://i.ytimg.com/vi/wM5NHC97JBw/default.jpg,2019-11-14T21:10:46Z,0.9295519768464147
78,UCY1kMZp36IQSyNx_9h4mpCg,"Using Drones to Plant 20,000,000 Trees",22028329,https://i.ytimg.com/vi/U7nJBFjKqAY/default.jpg,2019-10-25T19:01:06Z,-0.43702643326933915
79,UCX6OQ3DkcsbYNE6H8uQQuVA,100 Person Extreme Hide & Seek!,42873719,https://i.ytimg.com/vi/65fN_OUawjk/default.jpg,2022-09-03T19:59:59Z,-0.8401222746724358
80,UCX6OQ3DkcsbYNE6H8uQQuVA,I Survived A Plane Crash,56196961,https://i.ytimg.com/vi/jdMNoQE3mIQ/default.jpg,2022-08-20T20:00:00Z,-0.4995374445588654
81,UCX6OQ3DkcsbYNE6H8uQQuVA,"I Gave My 100,000,000th Subscriber An Island",74272620,https://i.ytimg.com/vi/2isYuQZMbdU/default.jpg,2022-08-04T19:59:59Z,-0.09163299018759034
82,UCX6OQ3DkcsbYNE6H8uQQuVA,"100,000,000 Subscriber Special",21946333,https://i.ytimg.com/vi/dZklZVaU4AI/default.jpg,2022-07-31T21:00:01Z,-1.679624775817719
83,UCX6OQ3DkcsbYNE6H8uQQuVA,"100 Girls Vs 100 Boys For $500,000",82944729,https://i.ytimg.com/vi/tVWWp1PqDus/default.jpg,2022-07-23T20:00:09Z,0.22693315628190788
84,UCX6OQ3DkcsbYNE6H8uQQuVA,I Didn’t Eat Food For 30 Days,54249791,https://i.ytimg.com/vi/vaIgyRoUkQI/default.jpg,2022-07-02T20:00:02Z,-0.7313346694456272
85,UCX6OQ3DkcsbYNE6H8uQQuVA,I Built Willy Wonka's Chocolate Factory!,111452212,https://i.ytimg.com/vi/Hwybp38GnZw/default.jpg,2022-06-04T20:00:02Z,0.29795187961193315
86,UCX6OQ3DkcsbYNE6H8uQQuVA,"$10,000 Every Day You Survive Prison",100841893,https://i.ytimg.com/vi/hD1YtmKXNb4/default.jpg,2022-04-09T20:00:00Z,0.16279966777495938
87,UCX6OQ3DkcsbYNE6H8uQQuVA,"Would You Swim With Sharks For $100,000?",92409961,https://i.ytimg.com/vi/LnlKwzc_TNA/default.jpg,2022-03-19T20:02:32Z,-0.03668788072406681
88,UCX6OQ3DkcsbYNE6H8uQQuVA,World’s Most Dangerous Escape Room!,137304174,https://i.ytimg.com/vi/3jS_yEK8qVI/default.jpg,2022-01-29T21:00:01Z,0.6706146853552669
89,UCX6OQ3DkcsbYNE6H8uQQuVA,"Extreme $1,000,000 Hide And Seek",74735665,https://i.ytimg.com/vi/00NgUctWoLQ/default.jpg,2021-12-18T21:00:00Z,-0.3713741332386241
90,UCX6OQ3DkcsbYNE6H8uQQuVA,"$1,000,000 Influencer Tournament!",59573293,https://i.ytimg.com/vi/x9TQ6culXIA/default.jpg,2021-12-16T21:00:00Z,-0.7983348521312271
91,UCX6OQ3DkcsbYNE6H8uQQuVA,I Got Hunted By The Military,87305238,https://i.ytimg.com/vi/QbJJwaVdgIs/default.jpg,2021-12-10T21:30:02Z,-0.37617899139713884
92,UCX6OQ3DkcsbYNE6H8uQQuVA,"$456,000 Squid Game In Real Life!",293315821,https://i.ytimg.com/vi/0e3GPea1Tyg/default.jpg,2021-11-24T21:00:01Z,3.0387003939494073
93,UCX6OQ3DkcsbYNE6H8uQQuVA,I Cleaned The World’s Dirtiest Beach #TeamSeas,69729026,https://i.ytimg.com/vi/cV2gBU6hKfY/default.jpg,2021-10-29T19:59:43Z,-0.6754649962659043
94,UCX6OQ3DkcsbYNE6H8uQQuVA,"Last To Take Hand Off Lamborghini, Keeps It",103714576,https://i.ytimg.com/vi/qIsgdOVGA04/default.jpg,2021-10-23T20:00:01Z,-0.13369552299592996
95,UCX6OQ3DkcsbYNE6H8uQQuVA,"First To Rob Bank Wins $100,000",85734983,https://i.ytimg.com/vi/cExLQ1o2pDw/default.jpg,2021-09-26T20:00:06Z,-0.45406213010141094
96,UCX6OQ3DkcsbYNE6H8uQQuVA,"Extreme $500,000 Game Of Tag!",82591764,https://i.ytimg.com/vi/uocETPj4Jx4/default.jpg,2021-09-04T20:00:07Z,-0.46181222031215746
97,UCX6OQ3DkcsbYNE6H8uQQuVA,"Last To Leave Circle Wins $500,000",194403142,https://i.ytimg.com/vi/zxYjTTXc-J8/default.jpg,2021-08-31T20:01:03Z,1.3921291880075777
98,UCX6OQ3DkcsbYNE6H8uQQuVA,I Got Hunted By The FBI,107059990,https://i.ytimg.com/vi/hxwpkM5w3Cc/default.jpg,2021-08-07T23:00:03Z,-0.15663641232412748
99,UCX6OQ3DkcsbYNE6H8uQQuVA,"If You Can Carry $1,000,000 You Keep It!",90021518,https://i.ytimg.com/vi/ktyJIj6i4Qw/default.jpg,2021-07-24T20:00:59Z,-0.537358369470135
100,UCX6OQ3DkcsbYNE6H8uQQuVA,"Would YOU Quit School For $100,000?",76791241,https://i.ytimg.com/vi/urtFrxDUV6c/default.jpg,2021-07-10T20:00:09Z,-1.0173314805712772
101,UCX6OQ3DkcsbYNE6H8uQQuVA,I Survived 50 Hours In A Maximum Security Prison,121696619,https://i.ytimg.com/vi/nM89Wl03Q4g/default.jpg,2021-06-26T20:00:02Z,0.06098317322590578
102,UCX6OQ3DkcsbYNE6H8uQQuVA,"Hit The Target, Win $300,000",110272811,https://i.ytimg.com/vi/NZlClr_ivb4/default.jpg,2021-06-12T20:00:01Z,-0.22486729594049873
103,UCX6OQ3DkcsbYNE6H8uQQuVA,Anything You Can Fit In The Triangle I’ll Pay For,95453637,https://i.ytimg.com/vi/E6E22XQPhhg/default.jpg,2021-06-01T20:00:02Z,-0.6458354563418781
104,UCX6OQ3DkcsbYNE6H8uQQuVA,I Got Hunted By A Real Bounty Hunter,108529436,https://i.ytimg.com/vi/TQHEJj68Jew/default.jpg,2021-04-24T20:00:00Z,-0.21561625970637202
105,UCX6OQ3DkcsbYNE6H8uQQuVA,"Extreme $100,000 Game of Tag!",113339243,https://i.ytimg.com/vi/WcwGleN38zE/default.jpg,2021-04-17T20:00:00Z,-0.005770842254994234
106,UCX6OQ3DkcsbYNE6H8uQQuVA,"Would You Sit In Snakes For $10,000?",162335444,https://i.ytimg.com/vi/fMfipiV_17o/default.jpg,2021-04-10T21:00:07Z,1.370634281414761
107,UCX6OQ3DkcsbYNE6H8uQQuVA,"I Bought The World's Largest Mystery Box! ($500,000)",141192679,https://i.ytimg.com/vi/ayXxwJJId_c/default.jpg,2021-04-03T20:00:01Z,0.7948340803706929
108,UCX6OQ3DkcsbYNE6H8uQQuVA,I Spent 50 Hours Buried Alive,197387255,https://i.ytimg.com/vi/9bqk6ZUsKyA/default.jpg,2021-03-27T20:00:04Z,2.232951093032553
109,UCX6OQ3DkcsbYNE6H8uQQuVA,"Offering People $100,000 To Quit Their Job",96874404,https://i.ytimg.com/vi/DuQbOQwVaNE/default.jpg,2021-03-13T21:00:02Z,-0.33215494564514225
110,UCX6OQ3DkcsbYNE6H8uQQuVA,I Sold My House For $1,99398350,https://i.ytimg.com/vi/vJH28ICkCdU/default.jpg,2021-03-06T21:00:02Z,-0.2728440860971071
111,UCX6OQ3DkcsbYNE6H8uQQuVA,"If You Press This, I’ll Pay...",46599796,https://i.ytimg.com/vi/_uwNDiU04zE/default.jpg,2021-02-13T21:00:01Z,-1.675951093790394
112,UCX6OQ3DkcsbYNE6H8uQQuVA,"I Ate $100,000 Golden Ice Cream",136242263,https://i.ytimg.com/vi/C680oxL__ck/default.jpg,2021-01-22T21:00:03Z,0.4184618819243528
113,UCX6OQ3DkcsbYNE6H8uQQuVA,I Bought Everything In 5 Stores,95770174,https://i.ytimg.com/vi/5Fg9oZk-5uA/default.jpg,2021-01-09T21:01:25Z,-0.4792615517364824
114,UCX6OQ3DkcsbYNE6H8uQQuVA,"Youtube Rewind 2020, Thank God It's Over",61846962,https://i.ytimg.com/vi/PKtnafFtfEo/default.jpg,2021-01-01T21:00:03Z,-1.1376438596850846
115,UCX6OQ3DkcsbYNE6H8uQQuVA,"I Put 1,000,000 Christmas Lights On A House (World Record)",62827647,https://i.ytimg.com/vi/f0c7pSCoZqE/default.jpg,2020-12-23T21:00:06Z,-0.9538239333979441
116,UCX6OQ3DkcsbYNE6H8uQQuVA,I Opened A Restaurant That Pays You To Eat At It,119886585,https://i.ytimg.com/vi/dg2Ag3e8W-Q/default.jpg,2020-12-19T22:00:03Z,0.5151367742629607
117,UCX6OQ3DkcsbYNE6H8uQQuVA,"I Gave People $1,000,000 But ONLY 1 Minute To Spend It!",113383780,https://i.ytimg.com/vi/LeYsRMZFUq0/default.jpg,2020-12-15T21:00:11Z,0.38166510945151927
118,UCX6OQ3DkcsbYNE6H8uQQuVA,"Steal This $100,000 Diamond, You Keep It",126708181,https://i.ytimg.com/vi/Dc2ZRmuH5OM/default.jpg,2020-11-28T21:00:04Z,0.7211763591861288
119,UCX6OQ3DkcsbYNE6H8uQQuVA,"Press This Button To Win $100,000!",192325134,https://i.ytimg.com/vi/GLoeAJUcz38/default.jpg,2020-11-14T21:00:02Z,2.502073624595238
120,UCX6OQ3DkcsbYNE6H8uQQuVA,I Survived 24 Hours Straight In Ice,102757110,https://i.ytimg.com/vi/SZQhgExjBvQ/default.jpg,2020-10-29T20:17:44Z,0.16028430453177334
121,UCX6OQ3DkcsbYNE6H8uQQuVA,I Uber’d People And Let Them Keep The Car,77892536,https://i.ytimg.com/vi/IoZri9hq7z4/default.jpg,2020-10-24T20:00:01Z,-0.3882343533214921
122,UCX6OQ3DkcsbYNE6H8uQQuVA,"$300,000 Influencer Trivia Tournament!",55720511,https://i.ytimg.com/vi/1V_03efSkg0/default.jpg,2020-10-18T00:19:57Z,-1.044082755657666
123,UCX6OQ3DkcsbYNE6H8uQQuVA,I Filled My Brother’s House With Slime & Bought Him A New One,120191432,https://i.ytimg.com/vi/vp5sSqyZ5Go/default.jpg,2020-10-10T20:00:31Z,0.3335957265831004
124,UCX6OQ3DkcsbYNE6H8uQQuVA,Hi Me In 5 Years,69617907,https://i.ytimg.com/vi/AKJfakEsgy0/default.jpg,2020-10-04T20:00:54Z,-0.8046769916302019
125,UCX6OQ3DkcsbYNE6H8uQQuVA,"Would You Rather Have A Giant Diamond or $100,000?",103698535,https://i.ytimg.com/vi/Vl3swga-Xrk/default.jpg,2020-09-26T20:40:02Z,0.048119040497193
126,UCX6OQ3DkcsbYNE6H8uQQuVA,"I Gave My 40,000,000th Subscriber 40 Cars",110431991,https://i.ytimg.com/vi/UE5AHE2Ypr8/default.jpg,2020-09-19T20:00:02Z,0.182576174093537
127,UCX6OQ3DkcsbYNE6H8uQQuVA,Why I Haven’t Been Uploading,36405593,https://i.ytimg.com/vi/TDiXxsQ0w2Q/default.jpg,2020-09-17T20:00:05Z,-1.6406837550946098
